,car,price,body,mileage,engV,engType,registration,year,drive
7426,26,2400.0,3,1,2.0,3,0,2001,2
7427,35,4999.0,1,250,1.9,2,0,2007,0
7428,27,10888.0,3,63,2.0,3,1,2012,0
7429,10,4300.0,3,148,1.6,1,1,2008,0
7430,44,2000.0,3,300,2.0,3,1,1986,2
7431,34,7900.0,1,186,2.0,3,1,2007,0
7432,17,29800.0,2,49,2.4,3,1,2013,1
7433,26,19500.0,3,180,3.0,0,1,2008,1
7435,45,2100.0,3,82,1.2,3,1,2007,0
7436,40,4500.0,3,238,1.8,3,1,1996,0
7437,10,3000.0,3,1,1.3,1,1,2004,0
7438,26,15300.0,2,234,2.2,0,1,2008,2
7439,42,1000.0,3,68,1.5,3,1,1995,2
7440,42,4464.0,3,111,1.6,3,1,2010,0
7441,45,2200.0,3,71,1.2,3,1,2005,0
7442,26,5500.0,5,400,2.3,0,1,1996,0
7443,3,10900.0,3,375,4.4,1,1,2001,2
7444,45,2300.0,3,126,1.2,3,1,2007,0
7445,35,6400.0,3,330,1.6,1,1,2004,0
7446,35,6000.0,3,180,1.6,1,1,2002,0
7447,2,8999.0,4,200,2.7,3,1,2003,1
7448,23,34500.0,0,94,3.5,3,1,2012,1
7449,17,12900.0,0,49,2.7,3,1,2008,1
7450,40,18300.0,1,30,1.6,3,1,2014,0
7451,0,8700.0,3,145,3.2,1,1,2005,0
7452,10,3400.0,1,50,0.8,3,1,2012,0
7454,29,12350.0,5,159,2.0,0,1,2010,0
7455,12,3700.0,2,200,2.0,1,1,1996,0
7456,28,7700.0,3,178,3.0,1,1,2001,0
7457,43,49500.0,0,80,3.0,0,1,2014,1
7458,35,7800.0,3,240,1.8,1,1,2006,0
7459,2,12999.0,4,225,2.5,0,1,2004,1
7460,17,13500.0,0,130,2.2,0,1,2007,1
7461,31,5500.0,5,205,1.6,0,1,2008,0
7462,43,10500.0,5,299,2.5,0,1,2002,1
7463,26,6000.0,3,350,2.0,0,1,1985,2
7464,33,8400.0,5,248,2.5,0,1,2005,0
7465,26,16500.0,5,386,2.2,0,1,2006,2
7466,40,28800.0,0,29,2.2,0,1,2015,1
7467,29,1500.0,2,150,1.6,2,0,1996,0
7468,28,2200.0,3,330,2.0,3,1,1986,0
7469,37,11999.0,0,107,2.7,0,1,2008,1
7470,6,7500.0,3,121,1.6,1,1,2008,0
7471,43,3700.0,1,121,1.9,0,1,1993,0
7472,43,9300.0,5,200,1.6,0,1,2011,0
7473,33,1185.6,1,160,2.0,3,1,1987,0
7474,33,2350.0,5,380,1.9,0,0,2003,0
7475,21,6700.0,1,95,1.4,3,1,2008,0
7476,18,14300.0,3,149,3.5,3,1,2007,2
7479,27,10400.0,3,123,2.0,3,1,2009,0
7480,3,22000.0,2,138,4.8,3,1,2007,2
7481,13,9500.0,1,116,1.4,3,1,2011,0
7482,25,11500.0,3,100,2.0,1,1,2009,0
7483,29,1900.0,4,250,2.0,0,0,2000,0
7484,43,10650.0,5,130,2.0,0,1,2011,0
7485,33,1150.0,1,250,1.4,3,1,1987,0
7486,44,1000.0,3,290,1.7,2,1,1986,2
7487,27,17900.0,0,87,3.8,1,1,2008,1
7489,28,87777.0,2,3,3.8,3,1,2010,1
7490,32,63500.0,0,4,3.0,3,1,2015,1
7491,26,4100.0,3,400,2.0,0,1,1987,2
7492,40,13300.0,0,140,2.4,3,1,2007,1
7493,30,6100.0,3,91,1.6,3,1,2008,0
7494,40,5050.0,1,138,1.0,3,1,2001,0
7495,10,2800.0,3,226,1.5,1,1,2005,0
7497,30,2900.0,3,150,1.8,3,1,2008,0
7498,30,6200.0,3,70,1.5,3,1,2012,0
7499,6,5800.0,3,104,1.6,1,1,2009,0
7500,2,8200.0,2,326,2.5,0,1,2002,1
7501,26,18900.0,2,111,2.5,3,1,2009,2
7502,29,3900.0,4,370,2.0,1,1,1994,2
7503,33,1550.0,2,245,2.0,3,0,1998,0
7504,17,5950.0,3,109,1.4,3,1,2008,0
7505,13,3300.0,5,178,1.9,0,1,2000,0
7506,26,16500.0,3,190,2.2,0,1,2007,2
7507,3,2700.0,2,287,2.5,0,0,1998,2
7508,7,13500.0,0,105,3.5,3,1,2006,1
7509,42,4600.0,3,122,1.6,2,1,2008,0
7510,35,8800.0,3,86,1.9,0,1,2007,0
7511,26,5000.0,2,200,2.0,3,1,1998,2
7512,43,15000.0,4,69,1.4,3,1,2012,0
7513,6,4500.0,3,133,1.5,1,1,2004,0
7514,11,8350.0,3,180,2.4,3,1,2008,0
7515,13,11990.0,5,21,1.4,3,1,2013,0
7516,10,2900.0,3,309,1.6,1,1,1998,0
7517,39,6400.0,1,117,1.3,3,1,2006,0
7518,27,1600.0,4,185,1.3,3,0,2000,0
7519,26,25500.0,0,200,4.0,0,1,2007,1
7520,14,2399.0,5,120,2.5,1,1,2008,2
7521,2,8999.0,4,190,2.7,1,1,2004,1
7522,43,10200.0,5,253,2.5,0,1,2008,0
7523,3,4099.0,3,50,2.5,3,1,1988,2
7524,38,10799.0,0,140,2.0,3,1,2008,1
7525,13,16699.0,2,133,4.0,3,1,2008,2
7526,13,3999.0,0,440,2.0,0,1,2003,0
7527,17,12899.0,0,49,2.7,3,1,2008,1
7528,28,7150.0,5,117,1.5,0,1,2011,0
7529,40,20000.0,0,250,4.2,0,1,2000,1
7531,33,3100.0,1,275,1.2,3,1,1991,0
7532,38,8899.0,4,134,2.5,3,1,2006,1
7533,45,1500.0,1,230,1.2,3,1,2005,0
7534,8,11500.0,5,180,2.0,0,1,2010,0
7535,45,1750.0,3,100,1.2,3,1,2005,0
7536,3,3500.0,3,313,2.5,0,1,1994,2
7537,29,2900.0,3,281,1.6,3,1,1990,0
7538,17,8800.0,3,71,2.0,3,1,2007,0
7539,33,10100.0,5,64,2.0,0,1,2014,0
7540,21,11800.0,0,133,2.5,0,1,2007,1
7541,3,64900.0,0,73,3.0,0,1,2013,1
7542,28,9100.0,5,93,2.0,0,1,2013,0
7543,26,6200.0,3,450,4.2,1,1,1997,2
7544,42,1600.0,3,230,1.3,3,1,1987,2
7545,45,4800.0,3,74,1.5,1,1,2011,0
7546,23,6350.0,3,179,2.2,0,0,2006,0
7547,2,3000.0,3,267,2.5,0,0,1999,0
7548,28,19999.0,0,145,3.0,0,1,2008,1
7549,10,4000.0,3,240,2.0,1,1,1999,0
7550,33,5000.0,4,34,1.5,0,1,2013,0
7551,45,3700.0,3,65,1.3,3,1,2012,0
7552,43,9000.0,5,275,2.5,0,1,2002,0
7554,43,3999.0,1,152,1.0,3,1,2000,0
7555,30,5950.0,0,2,1.7,3,1,2004,1
7556,31,9300.0,2,135,2.0,3,1,2005,0
7557,5,3100.0,3,94,1.6,1,1,2008,0
7558,26,99000.0,3,0,3.0,3,1,2016,1
7559,40,42000.0,0,97,4.0,3,1,2010,1
7560,3,7250.0,3,300,2.8,3,1,1999,2
7561,29,9000.0,2,156,2.0,0,1,2007,0
7563,28,14000.0,0,165,3.5,3,1,2008,1
7564,20,86700.0,0,6,3.8,3,1,2011,1
7565,33,5600.0,4,112,1.5,0,1,2006,0
7566,33,10550.0,5,195,2.0,0,1,2011,0
7568,26,8200.0,2,199,2.2,0,1,2001,0
7569,6,7499.0,3,107,2.5,3,1,2007,0
7570,3,42000.0,0,128,4.4,3,1,2011,1
7571,27,14200.0,0,155,3.0,1,1,2007,1
7572,36,12000.0,2,16,1.0,3,1,2014,2
7574,27,10200.0,3,102,2.0,1,1,2008,0
7575,6,4900.0,3,111,1.5,1,1,2006,0
7576,6,7300.0,3,75,1.6,1,1,2012,0
7577,43,10700.0,5,274,2.5,0,1,2001,0
7578,12,13820.0,3,0,1.4,3,1,2016,0
7579,43,7700.0,5,228,1.9,0,1,2006,0
7580,3,15000.0,0,85,4.8,3,0,2010,1
7581,33,3600.0,5,199,1.9,0,1,2000,0
7582,10,10000.0,3,58,1.5,3,1,2014,0
7583,23,46500.0,0,35,3.5,3,1,2013,1
7584,26,24500.0,3,180,3.2,0,1,2008,2
7585,2,1850.0,3,250,2.5,0,0,1999,0
7586,33,3300.0,5,256,1.5,0,1,2005,0
7587,3,8900.0,3,240,2.0,0,1,2001,2
7588,31,7500.0,5,117,1.4,0,1,2009,0
7589,33,8400.0,1,84,1.5,0,1,2011,0
7590,6,7300.0,3,120,1.8,3,1,2008,0
7591,12,5000.0,2,290,1.9,0,1,2003,0
7592,35,9600.0,1,84,1.8,3,1,2006,0
7593,7,4950.0,5,346,2.5,0,1,2000,0
7594,26,59999.0,3,11,4.7,3,1,2012,1
7595,14,1700.0,5,180,2.46,3,1,2000,2
7596,12,4100.0,5,270,1.9,0,1,1999,0
7597,18,18500.0,3,84,2.5,3,1,2010,2
7598,13,14199.0,2,165,2.2,0,1,2013,0
7599,25,8500.0,3,135,2.3,3,1,2008,1
7600,17,30900.0,0,0,2.0,3,1,2016,1
7601,30,8000.0,0,100,2.2,1,1,2008,1
7602,29,2450.0,4,290,1.4,3,1,1994,0
7603,43,9800.0,5,196,1.6,0,1,2011,0
7605,42,1700.0,1,500,1.3,3,1,1986,0
7606,17,6700.0,3,54,1.4,3,1,2008,0
7607,43,12500.0,0,230,3.2,1,1,2003,1
7608,29,15000.0,3,123,2.0,3,1,2009,0
7609,40,38300.0,0,130,5.7,1,1,2009,1
7610,21,13000.0,0,155,2.5,0,1,2008,1
7612,40,14990.0,0,280,4.2,0,1,2000,1
7613,32,41999.0,2,69,3.8,3,1,2007,2
7614,13,7999.0,2,254,2.2,0,1,2011,0
7615,25,32000.0,3,0,2.0,3,1,2016,0
7616,4,53500.0,3,108,6.0,3,1,2008,1
7617,40,5750.0,1,160,1.0,3,1,2006,0
7618,40,41900.0,5,0,2.5,0,1,2016,2
7619,42,6200.0,0,89,1.7,3,1,2009,1
7620,13,8499.0,2,161,2.2,0,1,2011,0
7621,45,1650.0,1,129,1.1,1,1,1999,0
7622,29,8399.0,1,129,1.3,0,1,2007,0
7623,13,10500.0,2,228,2.2,0,1,2011,0
7624,18,19000.0,0,55,4.5,1,1,2007,1
7625,30,3650.0,3,34,1.6,3,1,2009,0
7627,22,57000.0,0,0,2.2,0,1,2016,1
7628,36,4150.0,2,125,0.6,3,1,2002,2
7629,18,29000.0,3,98,3.7,3,1,2013,1
7630,36,4100.0,2,220,0.6,3,1,2001,2
7631,44,2900.0,3,300,2.5,3,1,1993,0
7633,12,7000.0,4,112,1.4,2,1,2007,0
7634,14,1999.0,3,70,2.4,2,1,1991,2
7635,13,10500.0,1,30,1.4,3,1,2011,0
7636,36,3200.0,2,3,0.6,3,1,1999,2
7637,43,14500.0,4,229,2.0,0,1,2009,0
7638,16,7850.0,1,70,1.3,3,1,2011,0
7639,40,8300.0,1,136,1.6,3,1,2007,0
7641,21,10300.0,3,55,1.6,3,1,2013,0
7642,26,13500.0,5,259,3.0,0,1,2007,2
7643,31,1999.0,1,87,1.8,0,1,1988,0
7645,17,5300.0,5,342,2.5,0,1,2000,2
7646,26,31500.0,5,95,2.2,0,1,2013,2
7647,35,12800.0,3,118,1.8,3,1,2010,0
7648,42,2999.0,3,114,1.5,1,1,2005,0
7649,42,3900.0,1,90,1.6,3,1,2011,0
7650,24,10500.0,2,119,1.4,0,1,2003,0
7651,6,65000.0,2,0,2.0,3,1,2016,2
7652,5,3700.0,3,58,2.0,3,1,2007,0
7653,28,7200.0,3,56,3.0,2,1,1998,2
7654,13,1400.0,3,82,1.6,1,1,1991,0
7655,8,4600.0,5,299,2.0,0,1,2005,0
7656,38,16999.0,1,96,2.5,3,1,2008,1
7657,23,24555.0,0,152,4.7,1,1,2007,1
7658,43,8200.0,1,157,1.6,3,1,2008,0
7659,17,12777.0,0,102,2.0,3,1,2008,1
7660,27,6000.0,3,150,1.8,1,1,2004,0
7661,28,6350.0,5,153,3.5,2,0,2004,2
7662,26,1990.0,1,230,1.7,2,0,2001,0
7664,27,4000.0,1,367,1.6,1,1,1997,0
7665,43,3100.0,1,311,1.6,1,1,1986,1
7666,40,17500.0,0,168,4.0,1,1,2004,1
7667,26,5800.0,5,368,2.2,0,1,2000,0
7669,3,4300.0,2,280,2.5,3,1,1985,2
7670,30,4500.0,2,79,2.28,3,1,2007,2
7671,13,15000.0,5,31,1.5,0,1,2015,0
7672,43,3200.0,3,320,1.8,1,1,1990,0
7673,43,9500.0,1,62,1.2,0,1,2011,0
7674,34,5500.0,3,160,1.4,1,1,2006,0
7675,42,2750.0,1,1,1.5,3,1,2006,0
7676,12,2550.0,4,220,1.6,1,0,2003,0
7677,6,6800.0,5,140,4.3,3,1,2004,2
7678,45,6880.0,1,25,1.5,3,1,2014,0
7679,3,23700.0,0,117,2.0,0,1,2010,2
7680,41,2200.0,0,76,2.4,1,1,1976,1
7681,3,40000.0,0,48,4.4,3,1,2009,1
7682,29,7200.0,1,160,1.6,3,1,2005,0
7683,20,19500.0,0,143,3.0,0,1,2008,1
7685,26,51000.0,3,119,4.7,3,1,2012,1
7686,40,9400.0,3,140,1.6,3,1,2008,0
7687,35,8500.0,1,66,1.4,3,1,2013,0
7688,17,8500.0,1,76,1.1,3,1,2011,0
7689,33,9500.0,1,77,1.6,3,1,2011,0
7690,39,10300.0,0,231,2.7,3,1,2007,1
7691,40,10600.0,3,204,1.8,2,1,2008,0
7692,35,13800.0,3,125,1.8,3,1,2012,0
7693,35,7300.0,1,131,1.4,3,1,2011,0
7694,33,9500.0,3,89,1.6,3,1,2012,0
7695,40,10400.0,3,144,1.3,3,1,2012,0
7696,33,12900.0,0,89,2.5,3,1,2010,1
7697,13,9900.0,3,73,1.6,3,1,2011,0
7699,35,8600.0,3,87,1.6,3,1,2009,0
7700,17,12700.0,4,90,2.0,3,1,2012,1
7701,30,11900.0,0,7,2.0,1,1,2014,0
7702,3,37500.0,0,110,4.4,3,1,2011,1
7703,35,13500.0,4,90,1.8,3,1,2011,1
7704,12,4490.0,5,375,1.3,0,1,2008,0
7705,29,5100.0,4,270,1.7,0,1,2003,0
7706,26,7000.0,3,370,2.2,3,1,1995,2
7707,17,12600.0,3,87,1.6,3,1,2012,0
7708,33,2500.0,3,260,1.79,3,1,1994,0
7709,44,7700.0,3,312,2.4,3,1,2000,0
7710,30,20500.0,0,143,4.6,3,1,2006,1
7711,6,5500.0,1,157,1.5,3,1,2008,0
7712,5,9000.0,1,1,1.6,3,1,2011,0
7713,39,3500.0,0,190,1.6,1,1,1992,1
7714,2,20900.0,0,185,4.2,3,1,2006,1
7715,22,45000.0,0,83,2.4,0,1,2008,1
7716,13,68900.0,2,1,5.0,3,1,2016,2
7717,29,10999.0,3,1,1.4,3,1,2008,0
7719,42,1850.0,3,42,1.6,1,1,2004,2
7720,26,12700.0,1,140,1.7,1,1,2007,0
7721,27,1999.0,5,168,1.8,3,0,2001,0
7722,10,1100.0,1,166,1.6,3,0,1999,0
7723,6,6999.0,3,132,1.6,1,1,2007,0
7724,40,16030.0,3,90,2.5,1,1,2012,0
7725,6,44700.0,5,120,3.5,3,1,2013,1
7726,43,44700.0,5,120,3.5,3,1,2013,1
7727,13,9000.0,1,47,1.4,0,1,2012,0
7728,6,4900.0,3,107,1.5,3,1,2007,0
7729,42,1700.0,3,73,1.5,3,1,2004,2
7730,42,2800.0,4,209,1.6,3,1,2005,0
7731,20,16999.0,0,170,3.0,0,1,2005,1
7732,16,10500.0,1,90,1.8,3,1,2008,0
7733,30,5000.0,3,30,1.6,3,1,2014,0
7734,40,16200.0,0,281,4.2,0,1,1999,1
7735,12,1000.0,1,230,1.5,3,1,1988,0
7736,26,9350.0,5,160,2.2,0,1,2008,2
7737,33,7500.0,5,128,1.5,0,1,2009,2
7738,12,3900.0,5,190,1.3,0,1,2005,0
7739,42,3700.0,0,92,1.7,3,1,2004,1
7740,3,9800.0,3,264,3.0,0,1,2001,2
7742,42,2600.0,3,180,1.5,1,1,2004,0
7743,3,6300.0,3,270,3.5,3,1,1998,2
7745,26,30900.0,3,71,2.2,0,1,2012,2
7748,35,12200.0,3,137,1.2,3,1,2011,0
7749,2,19999.0,4,160,2.0,3,1,2010,1
7750,42,1500.0,1,20,1.5,3,1,1990,0
7751,21,8000.0,5,145,2.0,0,1,2008,0
7752,26,7500.0,2,406,2.2,0,1,2003,0
7753,3,6500.0,3,320,3.0,1,1,2000,2
7754,43,10300.0,3,235,2.0,3,1,2007,0
7756,38,18500.0,0,80,2.0,3,1,2012,1
7757,3,6800.0,3,230,2.0,3,1,1998,2
7758,17,12500.0,0,90,2.0,0,1,2008,1
7759,26,57000.0,2,0,1.6,3,1,2016,2
7760,3,7700.0,3,326,2.8,3,1,1998,2
7762,42,2250.0,3,170,1.5,1,1,2003,0
7763,26,14800.0,0,242,2.7,0,1,2005,1
7764,26,10500.0,3,285,1.8,1,1,2003,2
7765,43,7990.0,3,90,1.4,3,1,2003,0
7766,26,26600.0,5,122,3.0,0,1,2012,2
7767,31,8600.0,5,196,1.6,0,1,2008,0
7768,3,51500.0,1,77,3.0,3,1,2012,1
7769,31,16300.0,4,1,1.2,3,1,2016,0
7770,42,2100.0,3,160,1.5,3,1,2004,2
7772,28,2000.0,3,124,2.0,3,1,1991,0
7773,26,5600.0,3,230,2.7,0,0,2005,2
7774,36,5500.0,2,130,0.7,2,1,2005,2
7776,36,4500.0,2,126,0.6,1,1,2001,2
7777,21,20633.886,0,0,1.7,0,1,2016,0
7778,42,4600.0,0,95,1.7,3,1,2007,1
7779,28,2500.0,3,448,2.0,1,1,1988,0
7780,3,42000.0,0,33,2.0,3,1,2014,1
7782,31,1250.0,3,10,1.9,1,1,1990,0
7783,5,2500.0,1,133,1.1,3,1,2005,0
7784,2,8300.0,3,186,2.5,0,1,1996,0
7785,31,12745.2,1,0,1.2,3,1,2015,0
7786,33,11300.0,5,183,2.0,0,1,2011,0
7787,42,4400.0,1,95,1.6,3,1,2008,0
7788,42,3800.0,3,158,1.5,1,1,2006,0
7789,42,3600.0,2,207,1.6,3,1,2011,0
7790,43,5700.0,4,199,1.8,3,1,1999,0
7791,29,4800.0,3,220,2.0,3,1,1997,0
7792,2,2550.0,3,370,2.5,0,0,1998,0
7793,33,4800.0,3,100,1.4,3,1,2006,0
7794,12,6999.0,5,156,1.6,0,1,2011,0
7795,27,7600.0,3,180,2.0,1,1,2008,0
7797,28,19900.0,0,4,1.6,3,1,2015,0
7798,43,6500.0,5,310,1.9,0,1,1997,0
7799,12,5400.0,5,171,2.0,0,1,2006,0
7800,42,3100.0,3,140,1.6,3,1,2007,0
7801,3,9999.0,3,271,3.0,0,1,2001,2
7802,7,2700.0,3,200,3.5,3,0,1999,0
7803,29,4999.0,3,212,2.2,1,1,2000,0
7804,22,42000.0,0,86,5.0,3,1,2010,1
7805,7,17700.0,3,171,5.7,2,1,2005,1
7806,12,5999.0,5,250,1.9,0,1,2007,0
7807,45,1980.0,2,86,1.2,3,1,2005,0
7808,38,12100.0,0,86,2.5,3,1,2006,1
7809,3,45500.0,0,76,4.4,3,1,2010,1
7811,15,4700.0,3,175,1.6,1,1,2008,0
7812,31,15000.0,3,98,1.6,0,1,2011,0
7813,2,10500.0,4,243,2.5,0,1,2003,1
7814,33,8999.0,4,100,1.5,0,1,2009,0
7815,33,9999.0,4,100,1.5,0,1,2010,0
7816,43,4300.0,4,298,1.8,3,1,1998,0
7817,26,7000.0,2,170,2.2,3,0,2001,2
7818,43,8999.0,5,125,1.6,0,1,2011,0
7819,27,5900.0,1,92,1.6,3,1,2003,0
7821,42,10740.795,0,0,1.7,3,1,2016,1
7822,29,3200.0,1,386,2.0,1,1,1995,0
7823,3,5900.0,3,390,1.8,1,1,1996,2
7824,28,6990.0,1,120,1.0,3,1,2011,0
7825,8,5500.0,5,265,2.0,0,1,2001,0
7827,29,1250.0,4,99,2.0,0,0,1999,0
7828,13,3200.0,4,155,1.3,1,1,1998,0
7829,5,2950.0,1,136,1.6,3,1,2008,0
7830,42,2800.0,3,155,1.5,3,1,2005,0
7831,28,8200.0,3,100,1.6,1,1,2012,0
7832,29,2850.0,3,304,2.0,3,1,1992,0
7833,33,11700.0,4,155,1.5,0,1,2012,0
7835,39,7700.0,0,160,2.5,2,1,2000,1
7836,17,6200.0,3,114,1.4,3,1,2008,0
7837,17,9100.0,5,160,2.5,0,1,2009,2
7838,43,9600.0,3,107,1.6,1,1,2011,0
7839,29,3299.0,4,263,1.6,3,1,1998,0
7840,7,3800.0,3,200,3.5,1,1,1994,0
7841,36,3600.0,1,115,0.6,3,1,1998,2
7842,26,2990.0,3,300,2.8,1,1,1979,2
7845,3,39000.0,0,38,3.0,3,1,2009,1
7846,2,6700.0,3,470,2.0,0,1,1997,0
7847,25,8999.0,3,155,2.0,3,1,2007,0
7848,3,39500.0,0,115,4.4,3,1,2010,1
7849,26,27300.0,0,185,3.0,0,1,2008,1
7850,29,10600.0,4,110,1.3,0,1,2013,0
7851,43,21500.0,3,1,1.4,3,1,2015,0
7852,26,15000.0,0,400,3.0,0,1,1997,1
7853,13,64300.0,0,1,3.5,3,1,2013,1
7854,3,6800.0,3,297,2.5,3,1,2000,2
7855,31,4100.0,1,216,1.1,3,1,2005,0
7856,29,6000.0,2,240,2.0,3,1,1992,0
7857,42,1050.0,3,29,1.5,3,1,1996,2
7858,23,19900.0,3,150,4.6,3,1,2007,2
7859,29,1300.0,3,250,2.2,3,1,1986,2
7860,40,21500.0,0,135,2.0,1,1,2007,1
7861,22,22000.0,0,240,4.4,3,1,2003,1
7862,13,16900.0,3,79,2.0,3,1,2012,0
7863,14,1500.0,2,60,2.5,3,1,1984,0
7864,36,9500.0,2,32,1.0,3,1,2008,2
7865,38,10500.0,0,245,2.0,1,1,2005,1
7866,33,10100.0,5,164,2.0,0,1,2012,0
7867,13,10499.0,1,54,1.4,3,1,2012,0
7868,2,12450.0,4,1,2.0,0,1,2008,0
7869,43,9700.0,5,255,2.5,0,1,2002,0
7870,43,2200.0,1,260,1.8,1,1,1987,0
7871,12,8950.0,5,163,1.4,1,1,2012,0
7872,13,56900.0,2,1,2.3,3,1,2016,2
7874,26,7300.0,4,380,2.9,0,1,1997,2
7875,3,30500.0,0,147,3.0,0,1,2008,1
7877,23,15000.0,3,146,3.0,3,1,2006,2
7878,13,4500.0,4,245,1.6,3,1,2003,0
7879,43,4100.0,5,345,1.9,0,0,2002,0
7880,29,2150.0,3,260,1.8,3,1,1988,2
7881,23,19990.0,0,275,4.7,1,1,2004,1
7882,42,2800.0,3,198,1.6,3,1,2002,0
7883,25,1100.0,1,448,1.6,3,1,1986,0
7884,40,3900.0,1,160,1.0,3,1,1999,0
7885,16,41000.0,0,0,1.6,0,1,2016,1
7886,8,11400.0,1,124,1.4,3,1,2011,0
7887,3,52300.0,3,55,3.0,0,1,2013,1
7888,21,8400.0,2,112,1.4,3,1,2008,0
7889,26,17800.0,5,145,2.2,0,1,2010,2
7890,35,11500.0,4,148,1.8,3,1,2010,0
7891,36,11900.0,2,7,1.0,3,1,2014,2
7892,43,2200.0,1,400,1.3,2,1,1987,0
7893,26,5500.0,2,250,2.2,0,1,2002,0
7894,13,5600.0,5,283,1.8,0,1,2004,0
7895,11,7200.0,5,450,2.5,0,1,2003,0
7896,43,5000.0,1,220,1.4,3,1,2003,0
7897,29,12400.0,5,214,2.0,0,1,2008,0
7898,42,1250.0,1,1,1.3,3,1,1988,0
7899,27,8100.0,3,113,2.0,3,1,2007,0
7900,28,15500.0,3,115,2.5,1,1,2011,0
7901,16,28500.0,2,56,2.4,3,1,2014,0
7902,33,11300.0,4,184,1.5,0,1,2011,0
7903,16,27600.0,2,58,2.4,3,1,2015,0
7904,35,7650.0,1,161,1.2,3,1,2011,0
7905,33,15635.1,4,0,1.5,0,1,2016,0
7906,10,3200.0,3,200,1.5,1,1,2004,0
7907,36,7100.0,2,100,1.0,3,1,2008,2
7908,26,5200.0,3,370,2.0,3,1,1997,2
7909,33,6950.0,5,310,2.5,0,1,2005,0
7910,18,28000.0,0,34,3.7,3,1,2010,1
7911,3,10600.0,3,1,3.0,0,1,2000,2
7913,23,87200.0,0,1,3.5,3,1,2016,1
7914,3,8700.0,3,355,3.0,0,1,2000,2
7915,29,3300.0,1,10,1.8,1,1,1993,0
7916,2,15900.0,1,160,1.4,3,1,2011,0
7917,21,8900.0,1,76,1.6,3,1,2008,0
7918,17,8960.0,2,60,1.6,2,1,2011,0
7920,42,5000.0,4,97,1.6,1,1,2011,0
7921,42,3000.0,2,54,1.6,1,1,1981,1
7922,12,7500.0,4,200,1.9,0,1,2007,0
7923,8,2850.0,3,5,1.6,0,1,2013,0
7924,27,5500.0,0,1,2.0,3,1,1986,1
7925,27,10500.0,0,95,3.2,0,0,2008,1
7926,43,3350.0,1,122,1.4,3,1,1993,0
7927,11,32900.0,2,53,5.7,1,1,2010,1
7928,43,2500.0,3,440,1.6,0,1,1991,0
7929,2,9700.0,4,189,2.5,0,1,2003,1
7930,3,32000.0,0,108,3.0,3,1,2008,1
7931,33,20007.0,3,2,1.5,0,1,2015,0
7933,42,4300.0,3,87,1.6,3,1,2008,0
7934,45,7950.0,3,30,1.5,1,1,2015,0
7935,23,19500.0,3,116,3.5,2,1,2007,1
7936,13,3500.0,4,267,1.8,0,1,1996,0
7937,3,6500.0,3,388,3.5,3,1,1998,2
7938,17,16700.0,0,22,2.0,3,1,2011,1
7939,8,8300.0,1,23,1.0,3,1,2013,0
7940,43,11500.0,5,100,2.0,0,1,2010,0
7941,22,16700.0,0,240,4.4,3,1,2005,1
7942,2,14500.0,1,60,1.2,3,1,2011,0
7943,5,3900.0,3,70,1.6,1,1,2007,0
7944,31,9000.0,1,33,1.0,3,1,2012,0
7945,27,8260.0,3,65,1.5,3,1,2011,0
7946,2,11800.0,3,240,4.2,1,1,2001,1
7947,26,6500.0,3,435,3.2,3,1,1994,2
7948,33,15672.15,5,0,1.5,0,1,2016,0
7949,35,6000.0,3,250,1.8,3,1,2004,0
7950,26,38000.0,3,42,1.6,3,1,2014,2
7951,42,2700.0,3,47,1.2,3,1,1984,2
7952,33,11999.0,4,188,1.5,2,1,2012,0
7953,3,5900.0,3,10,2.8,3,1,1989,2
7954,26,12900.0,1,150,2.0,0,1,2008,0
7956,1,11900.0,3,156,2.2,3,1,2008,0
7957,23,17990.0,3,126,3.5,3,1,2007,0
7958,20,63500.0,0,1,3.6,3,1,2016,1
7959,16,22000.0,0,92,2.0,1,1,2011,1
7960,2,95000.0,2,30,5.2,3,1,2010,1
7961,13,1852.5,1,300,2.0,3,1,1985,2
7964,31,7400.0,3,84,2.0,3,1,2006,0
7965,27,8700.0,3,143,2.0,1,1,2007,0
7967,20,8900.0,2,210,5.2,1,1,1996,1
7968,28,7000.0,1,96,1.2,1,1,2006,0
7969,29,1600.0,3,270,2.0,1,1,1988,2
7971,23,7300.0,3,360,3.0,3,1,1998,2
7972,6,6500.0,3,160,2.0,1,1,2005,0
7973,29,9500.0,5,152,1.9,0,1,2004,0
7974,16,8900.0,3,205,2.4,2,1,2005,0
7975,34,2250.0,1,247,1.8,1,1,1992,0
7976,3,17800.0,0,265,3.0,0,1,2005,1
7977,21,17700.0,0,93,2.0,1,1,2012,1
7980,38,8000.0,3,155,2.0,3,1,2006,1
7981,31,5200.0,5,290,1.6,0,1,2007,0
7982,26,2400.0,3,237,3.8,3,1,1983,2
7983,27,10999.0,2,281,3.0,1,1,2003,1
7984,33,6450.0,5,186,1.5,0,1,2011,0
7985,21,16900.0,3,72,2.0,3,1,2012,0
7986,29,9500.0,3,126,2.2,3,1,2007,0
7987,40,23660.0,0,125,3.5,1,1,2013,1
7988,2,4000.0,3,315,2.3,1,1,1991,0
7989,5,9600.0,0,48,1.8,1,1,2013,0
7990,21,17300.0,0,58,1.7,0,1,2012,0
7992,43,8900.0,5,100,1.4,1,1,2009,0
7993,42,3300.0,1,130,1.6,3,1,2007,0
